Assay_Type	AvgSpotLen	BioSample	DATASTORE_provider	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	ethnicity	sex	tissue	AssemblyName	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_region	InsertSize	Organism	Platform	ReleaseDate	SRA_Study	isolate	sample_type
RNA-Seq	202	SAMN10989581	ncbi	SRX5414501	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2073_LUNG	23/02/2019	19934	10600	SRR8615252	SRS4395204	NCIH2073_LUNG	47	ATCC:NCI-H2073	NCI-H2073	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987691	ncbi	SRX5414623	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BHY_UPPER_AERODIGESTIVE_TRACT	24/02/2019	18676	10642	SRR8615777	SRS4395623	BHY_UPPER_AERODIGESTIVE_TRACT	52	DSMZ:BHY	BHY	carcinoma (squamous_cell_carcinoma)	primary	Asian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988498	ncbi	SRX5414439	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	20191	10662	SRR8615314	SRS4395183	NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3	DSMZ:NALM-1	NALM-1	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	African_american	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987613	ncbi	SRX5415174	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-OV56_OVARY	24/02/2019	20302	10671	SRR8615876	SRS4396070	OV56_OVARY	46	ECACC:OV56	OV56	carcinoma	primary	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988280	ncbi	SRX5414459	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-EN_ENDOMETRIUM	23/02/2019	19077	10680	SRR8615294	SRS4395490	EN_ENDOMETRIUM	50	DSMZ:EN	EN	carcinoma	primary	Asian	female	endometrium	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988238	ncbi	SRX5414603	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RERFLCSQ1_LUNG	24/02/2019	19902	10687	SRR8615797	SRS4395164	RERFLCSQ1_LUNG	74	HSRRB	RERF-LC-Sq1	carcinoma (squamous_cell_carcinoma)	primary	Asian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988482	ncbi	SRX5415059	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-COLO680N_OESOPHAGUS	24/02/2019	20091	10692	SRR8615991	SRS4395972	COLO680N_OESOPHAGUS	57	DSMZ:COLO-680N	COLO-680N	carcinoma (squamous_cell_carcinoma)	primary	African_american	female	oesophagus	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988488	ncbi	SRX5415204	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	18894	10692	SRR8616198	SRS4396094	BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	45	DSMZ:BV-173	BV-173	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987654	ncbi	SRX5415002	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKMEL1_SKIN	24/02/2019	19814	10696	SRR8616048	SRS4395929	SKMEL1_SKIN	29	NIBRI	SK-MEL-1	malignant_melanoma	metastasis	Caucasian	male	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988124	ncbi	SRX5414449	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	19928	10702	SRR8615304	SRS4395479	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4	HSRRB	PEER	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987966	ncbi	SRX5414825	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1041_UPPER_AERODIGESTIVE_TRACT	23/02/2019	19867	10707	SRR8615575	SRS4395787	SNU1041_UPPER_AERODIGESTIVE_TRACT	NA	KCLB:SNU-1041	SNU-1041	carcinoma	primary	Asian	NA	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988175	ncbi	SRX5414616	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HS683_CENTRAL_NERVOUS_SYSTEM	24/02/2019	20138	10712	SRR8615784	SRS4395621	HS683_CENTRAL_NERVOUS_SYSTEM	76	NIBRI	Hs 683	glioma	primary	Caucasian	male	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987752	ncbi	SRX5414827	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1033_LARGE_INTESTINE	23/02/2019	19821	10727	SRR8615573	SRS4395147	SNU1033_LARGE_INTESTINE	45	KCLB:SNU-1033	SNU-1033	carcinoma	primary	Asian	female	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988517	ncbi	SRX5414219	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-CALU3_LUNG	23/02/2019	19184	10729	SRR8615534	SRS4395232	CALU3_LUNG	25	NIBRI	Calu-3	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988239	ncbi	SRX5414498	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2030_LUNG	23/02/2019	20374	10732	SRR8615255	SRS4395524	NCIH2030_LUNG	NA	ATCC:NCI-H2030	NCI-H2030	carcinoma (non_small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988072	ncbi	SRX5414835	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1196_BILIARY_TRACT	23/02/2019	19862	10750	SRR8615565	SRS4395795	SNU1196_BILIARY_TRACT	NA	KCLB:SNU-1196	SNU-1196	carcinoma	primary	Asian	NA	biliary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987724	ncbi	SRX5414767	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-ECC10_STOMACH	23/02/2019	19062	10750	SRR8615633	SRS4395112	ECC10_STOMACH	NA	RIKEN:ECC10	ECC10	carcinoma (small_cell_adenocarcinoma)	metastasis	Asian	NA	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987779	ncbi	SRX5414939	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH2228_LUNG	24/02/2019	20390	10755	SRR8616111	SRS4395878	NCIH2228_LUNG	NA	NA	NCI-H2228	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988346	ncbi	SRX5414463	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-EFO21_OVARY	23/02/2019	21592	10761	SRR8615290	SRS4395494	EFO21_OVARY	56	NIBRI	EFO-21	carcinoma (serous_carcinoma)	metastasis	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987731	ncbi	SRX5415026	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU61_LARGE_INTESTINE	24/02/2019	19985	10765	SRR8616024	SRS4395234	SNU61_LARGE_INTESTINE	48	KCLB:SNU-61	SNU-61	carcinoma	primary	Asian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988523	ncbi	SRX5415206	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BT483_BREAST	24/02/2019	19123	10787	SRR8616196	SRS4396096	BT483_BREAST	23	ATCC:BT-483	BT-483	carcinoma (ductal_carcinoma, medullary)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987637	ncbi	SRX5415102	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-COV318_OVARY	24/02/2019	20836	10797	SRR8615948	SRS4396007	COV318_OVARY	NA	ECACC:COV318	COV318	carcinoma	primary	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988560	ncbi	SRX5414813	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-S117_THYROID	23/02/2019	19368	10799	SRR8615587	SRS4395777	S117_THYROID	47	DSMZ:S-117	S-117	sarcoma	primary	Caucasian	female	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987706	ncbi	SRX5414931	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	24/02/2019	19399	10807	SRR8616119	SRS4395871	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8	DSMZ:BL-41	BL-41	lymphoid_neoplasm (Burkitt_lymphoma)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988026	ncbi	SRX5414888	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH596_LUNG	24/02/2019	20518	10811	SRR8616162	SRS4395835	NCIH596_LUNG	73	ATCC:NCI-H596	NCI-H596	carcinoma (mixed_adenosquamous_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987710	ncbi	SRX5415112	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1197_LARGE_INTESTINE	24/02/2019	20123	10849	SRR8615938	SRS4395227	SNU1197_LARGE_INTESTINE	70	KCLB:SNU-1197	SNU-1197	carcinoma	primary	Asian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988304	ncbi	SRX5415066	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH1703_LUNG	24/02/2019	20629	10850	SRR8615984	SRS4395977	NCIH1703_LUNG	54	ATCC:NCI-H1703	NCI-H1703	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988073	ncbi	SRX5414829	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU1079_BILIARY_TRACT	23/02/2019	20122	10851	SRR8615571	SRS4395790	SNU1079_BILIARY_TRACT	NA	NA	SNU-1079	carcinoma	primary	Asian	NA	biliary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988473	ncbi	SRX5414600	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RH41_SOFT_TISSUE	24/02/2019	20195	10855	SRR8615800	SRS4395611	RH41_SOFT_TISSUE	NA	DSMZ:RH-41	RH-41	rhabdomyosarcoma (alveolar)	metastasis	Caucasian	female	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988193	ncbi	SRX5414380	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	23191	10859	SRR8615373	SRS4395423	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NIBRI	ST486	lymphoid_neoplasm (Burkitt_lymphoma)	metastasis	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988310	ncbi	SRX5414865	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-LOVO_LARGE_INTESTINE	24/02/2019	20326	10863	SRR8616185	SRS4395816	LOVO_LARGE_INTESTINE	56	NIBRI	LoVo	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10989566	ncbi	SRX5414682	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-RH18_SOFT_TISSUE	23/02/2019	20150	10875	SRR8615718	SRS4395678	RH18_SOFT_TISSUE	2	DSMZ:RH-18	RH-18	rhabdomyosarcoma (alveolar)	primary	NA	female	soft_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987940	ncbi	SRX5414251	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SKNAS_AUTONOMIC_GANGLIA	23/02/2019	20240	10897	SRR8615502	SRS4395321	SKNAS_AUTONOMIC_GANGLIA	6	ATCC:SK-N-AS	SK-N-AS	neuroblastoma	primary	Caucasian	female	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987622	ncbi	SRX5414605	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-PATU8988S_PANCREAS	24/02/2019	20657	10902	SRR8615795	SRS4395614	PATU8988S_PANCREAS	64	DSMZ:PA-TU-8988S	PA-TU-8988S	carcinoma (ductal_carcinoma)	metastasis	Caucasian	female	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988070	ncbi	SRX5414404	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	21735	10915	SRR8615349	SRS4395445	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	65	NA	KMS-20	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988481	ncbi	SRX5414227	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-CHP126_AUTONOMIC_GANGLIA	23/02/2019	19464	10918	SRR8615526	SRS4395298	CHP126_AUTONOMIC_GANGLIA	1.166667	DSMZ:CHP-126	CHP-126	neuroblastoma	primary	Caucasian	female	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987716	ncbi	SRX5414927	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BICR22_UPPER_AERODIGESTIVE_TRACT	24/02/2019	19660	10928	SRR8616123	SRS4395866	BICR22_UPPER_AERODIGESTIVE_TRACT	NA	ECACC:BICR 22	BICR 22	carcinoma (squamous_cell_carcinoma)	metastasis	Caucasian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987626	ncbi	SRX5415175	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-OUMS23_LARGE_INTESTINE	24/02/2019	20719	10930	SRR8615875	SRS4395169	OUMS23_LARGE_INTESTINE	NA	HSSRB	OUMS-23	carcinoma (adenocarcinoma)	primary	Asian	NA	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987611	ncbi	SRX5414745	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU449_LIVER	23/02/2019	20337	10937	SRR8615655	SRS4395731	SNU449_LIVER	52	NIBRI	SNU-449	carcinoma (hepatocellular_carcinoma)	primary	Asian	male	liver	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988008	ncbi	SRX5414448	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-PECAPJ49_UPPER_AERODIGESTIVE_TRACT	23/02/2019	20426	10957	SRR8615305	SRS4395478	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	57	ECACC:PE/CA-PJ49	PE/CA-PJ49	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988511	ncbi	SRX5414714	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23/02/2019	20676	10959	SRR8615686	SRS4395706	MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	26	DSMZ:MUTZ-5	MUTZ-5	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987742	ncbi	SRX5414868	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HCC1588_LUNG	24/02/2019	19524	10969	SRR8616182	SRS4395135	HCC1588_LUNG	63	KCLB:HCC-1588	HCC-1588	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987785	ncbi	SRX5414782	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-COLO800_SKIN	23/02/2019	19496	10974	SRR8615618	SRS4395192	COLO800_SKIN	14	ATCC:COLO-800	COLO-800	malignant_melanoma	primary	Caucasian	male	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988085	ncbi	SRX5414437	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SNU410_PANCREAS	23/02/2019	20460	10982	SRR8615316	SRS4395470	SNU410_PANCREAS	53	KCLB:SNU-410	SNU-410	carcinoma	primary	Asian	male	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988467	ncbi	SRX5414867	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-HCC1599_BREAST	24/02/2019	19490	10985	SRR8616183	SRS4395817	HCC1599_BREAST	44	ATCC:HCC1599	HCC1599	carcinoma (ductal_carcinoma)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10989560	ncbi	SRX5414911	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-CL11_LARGE_INTESTINE	24/02/2019	19507	10990	SRR8616139	SRS4395151	CL11_LARGE_INTESTINE	NA	DSMZ:CL-11	CL-11	carcinoma (adenocarcinoma)	primary	Caucasian	NA	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988264	ncbi	SRX5414635	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-PANC0403_PANCREAS	24/02/2019	20902	11004	SRR8615765	SRS4395634	PANC0403_PANCREAS	70	ATCC:Panc 04.03	Panc 04.03	carcinoma	primary	Caucasian	male	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988040	ncbi	SRX5414224	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-NCIH292_LUNG	23/02/2019	20865	11009	SRR8615529	SRS4395272	NCIH292_LUNG	32	NIBRI	NCI-H292	carcinoma (mucoepidermoid_carcinoma)	metastasis	African_american	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988343	ncbi	SRX5415205	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-BT549_BREAST	24/02/2019	22449	11014	SRR8616197	SRS4396095	BT549_BREAST	72	ATCC:BT-549	BT-549	carcinoma (ductal_carcinoma, papillary)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10988435	ncbi	SRX5414950	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-SCC15_UPPER_AERODIGESTIVE_TRACT	24/02/2019	20492	11025	SRR8616100	SRS4395886	SCC15_UPPER_AERODIGESTIVE_TRACT	55	NIBRI	SCC-15	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
RNA-Seq	202	SAMN10987853	ncbi	SRX5414343	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	RNASeq-AM38_CENTRAL_NERVOUS_SYSTEM	23/02/2019	20736	11025	SRR8615410	SRS4395394	AM38_CENTRAL_NERVOUS_SYSTEM	36	HSSRB	AM-38	glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)	primary	Asian	male	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
